Price,Date,Close,High,Low,Open,Volume
Ticker,,NEE,NEE,NEE,NEE,NEE
0,2025-03-25,68.58999633789062,70.4800033569336,68.41999816894531,70.4800033569336,12618800
1,2025-03-26,69.7300033569336,69.83999633789062,68.68000030517578,68.7699966430664,9154600
2,2025-03-27,70.02999877929688,71.0199966430664,69.61000061035156,69.76000213623047,8748800
3,2025-03-28,70.44999694824219,70.97000122070312,70.16999816894531,70.44000244140625,7846900
4,2025-03-31,70.88999938964844,71.75,70.62000274658203,70.70999908447266,13347100
5,2025-04-01,70.91999816894531,71.56999969482422,70.5199966430664,71.0,8715800
6,2025-04-02,70.4800033569336,71.29000091552734,70.12999725341797,71.08999633789062,8480100
7,2025-04-03,72.13999938964844,72.95999908447266,71.37000274658203,71.66999816894531,13652700
8,2025-04-04,66.91000366210938,73.41999816894531,66.86000061035156,72.79000091552734,20993500
9,2025-04-07,65.05999755859375,67.2699966430664,63.93000030517578,65.5,19494900
10,2025-04-08,64.11000061035156,66.58000183105469,63.20000076293945,66.43000030517578,14232600
11,2025-04-09,67.58000183105469,67.79000091552734,61.720001220703125,63.38999938964844,23207800
12,2025-04-10,66.72000122070312,67.5,65.23999786376953,66.80000305175781,12801900
13,2025-04-11,65.80999755859375,66.98999786376953,64.5999984741211,66.44999694824219,14856900
14,2025-04-14,67.69000244140625,68.12000274658203,65.95999908447266,66.4800033569336,11588800
15,2025-04-15,67.66000366210938,68.44000244140625,67.52999877929688,67.86000061035156,7851700
16,2025-04-16,65.63999938964844,68.05000305175781,65.30000305175781,67.94999694824219,11356100
17,2025-04-17,66.30999755859375,67.33999633789062,65.97000122070312,66.04000091552734,11212300
18,2025-04-21,64.68000030517578,66.05999755859375,63.63999938964844,65.81999969482422,11568700
19,2025-04-22,66.63999938964844,66.80000305175781,65.3499984741211,65.45999908447266,14352000
20,2025-04-23,67.2699966430664,69.0999984741211,66.98999786376953,67.55000305175781,19476200
21,2025-04-24,66.3499984741211,67.19999694824219,65.23999786376953,67.04000091552734,13720723
