Price,Date,Close,High,Low,Open,Volume
Ticker,,NGD,NGD,NGD,NGD,NGD
0,2025-03-27,3.619999885559082,3.619999885559082,3.4700000286102295,3.5299999713897705,22191800
1,2025-03-28,3.5999999046325684,3.7799999713897705,3.5799999237060547,3.6600000858306885,27613900
2,2025-03-31,3.7100000381469727,3.7300000190734863,3.5,3.640000104904175,24743400
3,2025-04-01,3.6500000953674316,3.6500000953674316,3.4600000381469727,3.640000104904175,29872700
4,2025-04-02,3.619999885559082,3.690000057220459,3.5199999809265137,3.5999999046325684,21865200
5,2025-04-03,3.5399999618530273,3.6500000953674316,3.200000047683716,3.200000047683716,21521700
6,2025-04-04,3.009999990463257,3.430000066757202,2.9800000190734863,3.299999952316284,24770300
7,2025-04-07,2.990000009536743,3.240000009536743,2.9000000953674316,2.940000057220459,20428500
8,2025-04-08,2.9800000190734863,3.180000066757202,2.950000047683716,3.1600000858306885,24647200
9,2025-04-09,3.240000009536743,3.2799999713897705,3.059999942779541,3.1700000762939453,27727700
10,2025-04-10,3.4000000953674316,3.4700000286102295,3.2200000286102295,3.25,27985000
11,2025-04-11,3.569999933242798,3.6600000858306885,3.5,3.5,21386400
12,2025-04-14,3.5899999141693115,3.609999895095825,3.4600000381469727,3.5199999809265137,20057500
13,2025-04-15,3.640000104904175,3.6600000858306885,3.549999952316284,3.630000114440918,18485800
14,2025-04-16,3.740000009536743,3.859999895095825,3.559999942779541,3.75,26027900
15,2025-04-17,3.640000104904175,3.7300000190734863,3.609999895095825,3.690000057220459,23362800
16,2025-04-21,3.680000066757202,3.8499999046325684,3.5999999046325684,3.799999952316284,30175700
17,2025-04-22,3.4700000286102295,3.7200000286102295,3.4600000381469727,3.7100000381469727,39062400
18,2025-04-23,3.430000066757202,3.5199999809265137,3.259999990463257,3.259999990463257,36948500
19,2025-04-24,3.4600000381469727,3.5399999618530273,3.430000066757202,3.5,33073100
20,2025-04-25,3.390000104904175,3.440000057220459,3.309999942779541,3.309999942779541,21417000
