Price,Date,Close,High,Low,Open,Volume
Ticker,,INSM,INSM,INSM,INSM,INSM
0,2025-03-27,77.69000244140625,79.12000274658203,76.05000305175781,76.63999938964844,1139700
1,2025-03-28,77.98999786376953,78.05000305175781,76.27999877929688,77.66999816894531,950300
2,2025-03-31,76.29000091552734,76.69999694824219,73.80999755859375,76.23999786376953,2939000
3,2025-04-01,72.0,75.6500015258789,71.94000244140625,75.3499984741211,2723500
4,2025-04-02,73.44000244140625,73.44999694824219,70.30000305175781,71.70999908447266,2438900
5,2025-04-03,73.33000183105469,74.30999755859375,71.05000305175781,71.5,2078200
6,2025-04-04,69.18000030517578,72.5,67.80000305175781,70.43000030517578,3125200
7,2025-04-07,68.08999633789062,70.5199966430664,64.29000091552734,66.20999908447266,3666700
8,2025-04-08,64.97000122070312,70.55999755859375,64.19000244140625,69.87999725341797,2825100
9,2025-04-09,67.55000305175781,68.69999694824219,60.400001525878906,63.5099983215332,5071700
10,2025-04-10,64.80999755859375,67.19000244140625,61.47999954223633,65.7300033569336,3277600
11,2025-04-11,68.56999969482422,68.62999725341797,64.3499984741211,64.9800033569336,1823400
12,2025-04-14,71.02999877929688,71.23999786376953,68.66000366210938,69.95999908447266,2386000
13,2025-04-15,71.06999969482422,71.9800033569336,68.98999786376953,70.68000030517578,1562800
14,2025-04-16,70.19999694824219,70.97000122070312,69.0,70.69999694824219,1529500
15,2025-04-17,72.6500015258789,72.66999816894531,69.86000061035156,69.86000061035156,1500900
16,2025-04-21,69.51000213623047,71.94999694824219,67.66000366210938,71.94999694824219,2026500
17,2025-04-22,71.23999786376953,71.94999694824219,70.0,70.45999908447266,1554100
18,2025-04-23,70.80000305175781,72.70999908447266,70.62999725341797,72.52999877929688,1486300
19,2025-04-24,68.95999908447266,71.0,66.43000030517578,69.5,3574400
20,2025-04-25,69.69000244140625,70.0199966430664,67.69000244140625,67.9000015258789,13610700
