Price,Date,Close,High,Low,Open,Volume
Ticker,,JD,JD,JD,JD,JD
0,2025-03-27,41.66176223754883,42.13773178091074,40.60297632376379,40.78753768191414,9563600
1,2025-03-28,40.3892822265625,40.99638420539763,40.24843412281798,40.787540976460086,6737900
2,2025-03-31,39.94245147705078,40.13186699385218,39.3887747809457,39.68989868980102,7232100
3,2025-04-01,40.136722564697266,40.49612587031136,39.89388179230416,40.12701056420224,11027700
4,2025-04-02,39.91331100463867,40.287284177833,39.51019441794746,40.039589248575155,6850400
5,2025-04-03,38.757389068603516,39.1070766710858,38.087146159902794,38.16485698631407,10969200
6,2025-04-04,35.75587844848633,35.85107162101185,33.861719588043854,35.35276185685335,25781400
7,2025-04-07,33.91999816894531,35.91129551740269,32.56009203235106,33.42946246420712,28861900
8,2025-04-08,33.02000045776367,35.94499969482422,32.71500015258789,35.709999084472656,26493200
9,2025-04-09,35.07500076293945,35.650001525878906,33.029998779296875,33.3849983215332,26784500
10,2025-04-10,35.58000183105469,37.16999816894531,34.9900016784668,36.025001525878906,24546400
11,2025-04-11,36.41999816894531,36.70000076293945,35.08000183105469,36.2400016784668,22648300
12,2025-04-14,38.18000030517578,39.27000045776367,37.650001525878906,37.71500015258789,18710200
13,2025-04-15,37.439998626708984,37.7599983215332,37.16999816894531,37.755001068115234,12425900
14,2025-04-16,35.33000183105469,36.150001525878906,35.04999923706055,35.93000030517578,16172100
15,2025-04-17,34.720001220703125,35.775001525878906,34.689998626708984,35.58000183105469,13869900
16,2025-04-21,34.060001373291016,34.2400016784668,33.08000183105469,34.15999984741211,14714100
17,2025-04-22,33.66999816894531,34.2599983215332,33.29999923706055,33.8849983215332,25811300
18,2025-04-23,33.560001373291016,34.81999969482422,33.470001220703125,34.21500015258789,20795800
19,2025-04-24,32.470001220703125,32.599998474121094,31.895000457763672,32.31999969482422,25415800
20,2025-04-25,32.529998779296875,32.584999084472656,31.799999237060547,31.989999771118164,14379900
