Price,Date,Close,High,Low,Open,Volume
Ticker,,KMI,KMI,KMI,KMI,KMI
0,2025-03-25,28.829999923706055,29.1299991607666,28.649999618530273,28.829999923706055,11393900
1,2025-03-26,28.479999542236328,29.09000015258789,28.350000381469727,29.030000686645508,11898800
2,2025-03-27,28.229999542236328,28.559999465942383,28.06999969482422,28.489999771118164,8885200
3,2025-03-28,28.3700008392334,28.450000762939453,27.979999542236328,28.040000915527344,8357100
4,2025-03-31,28.530000686645508,28.68000030517578,28.09000015258789,28.110000610351562,13867500
5,2025-04-01,28.6299991607666,28.65999984741211,28.09000015258789,28.3700008392334,8692100
6,2025-04-02,28.920000076293945,28.940000534057617,28.360000610351562,28.3799991607666,8662500
7,2025-04-03,27.719999313354492,28.649999618530273,27.6299991607666,27.860000610351562,16704000
8,2025-04-04,25.290000915527344,27.09000015258789,25.110000610351562,26.719999313354492,29083900
9,2025-04-07,25.3700008392334,26.18000030517578,23.940000534057617,24.3799991607666,23814400
10,2025-04-08,25.209999084472656,26.530000686645508,24.81999969482422,26.270000457763672,16547000
11,2025-04-09,26.25,26.639999389648438,24.389999389648438,24.690000534057617,26281200
12,2025-04-10,25.790000915527344,26.350000381469727,25.110000610351562,25.899999618530273,17628500
13,2025-04-11,26.469999313354492,26.579999923706055,25.420000076293945,25.920000076293945,15769100
14,2025-04-14,26.799999237060547,27.049999237060547,26.610000610351562,27.0,11119600
15,2025-04-15,27.219999313354492,27.610000610351562,26.8799991607666,26.920000076293945,12974800
16,2025-04-16,26.950000762939453,27.459999084472656,26.81999969482422,27.09000015258789,11724200
17,2025-04-17,27.100000381469727,27.68000030517578,26.709999084472656,26.770000457763672,22873900
18,2025-04-21,25.790000915527344,27.010000228881836,25.43000030517578,26.860000610351562,19053200
19,2025-04-22,26.600000381469727,26.790000915527344,26.020000457763672,26.280000686645508,18212100
20,2025-04-23,26.600000381469727,27.1299991607666,26.40999984741211,26.850000381469727,19540000
