Price,Date,Close,High,Low,Open,Volume
Ticker,,HMY,HMY,HMY,HMY,HMY
0,2025-03-24,12.65999984741211,12.850000381469727,12.600000381469727,12.720000267028809,3715400
1,2025-03-25,12.640000343322754,13.119999885559082,12.630000114440918,12.800000190734863,3024800
2,2025-03-26,12.5600004196167,12.75,12.5,12.630000114440918,3768400
3,2025-03-27,12.84000015258789,12.930000305175781,12.5600004196167,12.699999809265137,3675800
4,2025-03-28,14.0600004196167,14.380000114440918,13.449999809265137,13.479999542236328,10586900
5,2025-03-31,14.770000457763672,14.789999961853027,13.979999542236328,14.3100004196167,9134100
6,2025-04-01,15.100000381469727,15.170000076293945,14.800000190734863,14.899999618530273,7118200
7,2025-04-02,15.119999885559082,15.220000267028809,14.680000305175781,14.890000343322754,7773500
8,2025-04-03,14.649999618530273,14.960000038146973,13.930000305175781,13.960000038146973,9796400
9,2025-04-04,13.0,14.109999656677246,12.899999618530273,13.970000267028809,9648500
10,2025-04-07,12.960000038146973,14.0,12.569999694824219,13.029999732971191,7098200
11,2025-04-08,12.970000267028809,13.779999732971191,12.800000190734863,13.75,6418000
12,2025-04-09,14.6899995803833,14.960000038146973,14.0,14.510000228881836,11549500
13,2025-04-10,16.239999771118164,16.479999542236328,15.140000343322754,15.430000305175781,13118000
14,2025-04-11,17.15999984741211,17.360000610351562,16.600000381469727,17.0,10439600
15,2025-04-14,17.079999923706055,17.31999969482422,16.540000915527344,16.649999618530273,7132900
16,2025-04-15,17.350000381469727,17.639999389648438,17.030000686645508,17.549999237060547,4352000
17,2025-04-16,17.989999771118164,18.770000457763672,17.719999313354492,18.670000076293945,8196300
18,2025-04-17,17.549999237060547,17.760000228881836,17.200000762939453,17.459999084472656,6169900
19,2025-04-21,17.700000762939453,18.649999618530273,17.3799991607666,18.610000610351562,5928300
20,2025-04-22,17.010000228881836,17.809999465942383,16.860000610351562,17.809999465942383,7390500
21,2025-04-23,15.854999542236328,16.079999923706055,15.600000381469727,15.770000457763672,6712076
