Price,Date,Close,High,Low,Open,Volume
Ticker,,UMC,UMC,UMC,UMC,UMC
0,2025-03-25,6.71999979019165,6.800000190734863,6.699999809265137,6.769999980926514,6752600
1,2025-03-26,6.610000133514404,6.730000019073486,6.550000190734863,6.710000038146973,12505500
2,2025-03-27,6.639999866485596,6.739999771118164,6.610000133514404,6.699999809265137,10801100
3,2025-03-28,6.550000190734863,6.639999866485596,6.519999980926514,6.599999904632568,11974100
4,2025-03-31,7.150000095367432,7.869999885559082,6.559999942779541,6.579999923706055,50395100
5,2025-04-01,6.980000019073486,7.070000171661377,6.900000095367432,6.920000076293945,14352300
6,2025-04-02,6.71999979019165,6.860000133514404,6.619999885559082,6.849999904632568,13816100
7,2025-04-03,6.440000057220459,6.639999866485596,6.440000057220459,6.559999942779541,16393700
8,2025-04-04,6.230000019073486,6.369999885559082,6.170000076293945,6.28000020980835,18958600
9,2025-04-07,6.130000114440918,6.28000020980835,5.710000038146973,5.800000190734863,24573400
10,2025-04-08,6.119999885559082,6.630000114440918,5.989999771118164,6.539999961853027,21636400
11,2025-04-09,6.769999980926514,6.840000152587891,6.019999980926514,6.099999904632568,32483600
12,2025-04-10,6.539999961853027,6.699999809265137,6.360000133514404,6.619999885559082,22052400
13,2025-04-11,6.869999885559082,6.909999847412109,6.650000095367432,6.699999809265137,13112900
14,2025-04-14,6.880000114440918,6.960000038146973,6.789999961853027,6.809999942779541,11207700
15,2025-04-15,6.909999847412109,6.96999979019165,6.880000114440918,6.880000114440918,9816700
16,2025-04-16,6.849999904632568,6.929999828338623,6.71999979019165,6.800000190734863,17461400
17,2025-04-17,6.809999942779541,6.909999847412109,6.769999980926514,6.900000095367432,13567300
18,2025-04-21,6.71999979019165,6.769999980926514,6.639999866485596,6.670000076293945,10041000
19,2025-04-22,6.800000190734863,6.869999885559082,6.739999771118164,6.860000133514404,12442300
20,2025-04-23,7.019999980926514,7.190000057220459,6.860000133514404,7.130000114440918,16932100
21,2025-04-24,6.909999847412109,6.934999942779541,6.715000152587891,6.75,12745284
