Price,Date,Close,High,Low,Open,Volume
Ticker,,HL,HL,HL,HL,HL
0,2025-03-27,5.880000114440918,5.980000019073486,5.769999980926514,5.849999904632568,13738000
1,2025-03-28,5.670000076293945,6.010000228881836,5.619999885559082,5.920000076293945,18958800
2,2025-03-31,5.559999942779541,5.650000095367432,5.300000190734863,5.650000095367432,19595000
3,2025-04-01,5.480000019073486,5.619999885559082,5.409999847412109,5.550000190734863,22969000
4,2025-04-02,5.619999885559082,5.630000114440918,5.389999866485596,5.449999809265137,20493200
5,2025-04-03,5.349999904632568,5.5,5.139999866485596,5.139999866485596,20719500
6,2025-04-04,4.71999979019165,5.159999847412109,4.610000133514404,5.130000114440918,24460700
7,2025-04-07,4.78000020980835,5.110000133514404,4.460000038146973,4.550000190734863,21933700
8,2025-04-08,4.710000038146973,5.070000171661377,4.639999866485596,5.070000171661377,30749900
9,2025-04-09,5.28000020980835,5.400000095367432,4.829999923706055,4.909999847412109,38926200
10,2025-04-10,5.46999979019165,5.559999942779541,5.25,5.300000190734863,31644000
11,2025-04-11,5.78000020980835,5.880000114440918,5.650000095367432,5.679999828338623,25532700
12,2025-04-14,5.860000133514404,5.880000114440918,5.659999847412109,5.670000076293945,21320200
13,2025-04-15,5.889999866485596,5.929999828338623,5.820000171661377,5.889999866485596,15950400
14,2025-04-16,5.989999771118164,6.210000038146973,5.909999847412109,6.099999904632568,20953200
15,2025-04-17,5.809999942779541,5.96999979019165,5.769999980926514,5.900000095367432,16532500
16,2025-04-21,5.940000057220459,6.210000038146973,5.840000152587891,6.070000171661377,19146800
17,2025-04-22,5.650000095367432,5.989999771118164,5.630000114440918,5.989999771118164,21020200
18,2025-04-23,5.809999942779541,5.940000057220459,5.449999809265137,5.460000038146973,24207900
19,2025-04-24,5.880000114440918,5.949999809265137,5.769999980926514,5.880000114440918,16325800
20,2025-04-25,5.849999904632568,5.909999847412109,5.639999866485596,5.679999828338623,17774900
