Price,Date,Close,High,Low,Open,Volume
Ticker,,KEY,KEY,KEY,KEY,KEY
0,2025-03-24,16.56999969482422,16.65999984741211,16.299999237060547,16.350000381469727,12006300
1,2025-03-25,16.56999969482422,16.75,16.43000030517578,16.579999923706055,14952800
2,2025-03-26,16.399999618530273,16.860000610351562,16.280000686645508,16.65999984741211,12792700
3,2025-03-27,16.170000076293945,16.459999084472656,16.100000381469727,16.34000015258789,13081200
4,2025-03-28,15.800000190734863,16.280000686645508,15.640000343322754,16.100000381469727,10180600
5,2025-03-31,15.989999771118164,16.059999465942383,15.390000343322754,15.550000190734863,14386800
6,2025-04-01,15.800000190734863,15.930000305175781,15.600000381469727,15.8100004196167,11185100
7,2025-04-02,16.06999969482422,16.100000381469727,15.529999732971191,15.529999732971191,12591700
8,2025-04-03,14.119999885559082,15.239999771118164,14.069999694824219,15.180000305175781,20374000
9,2025-04-04,13.470000267028809,13.65999984741211,12.729999542236328,13.600000381469727,23358000
10,2025-04-07,13.510000228881836,14.050000190734863,12.779999732971191,13.149999618530273,36888500
11,2025-04-08,13.229999542236328,14.319999694824219,12.989999771118164,14.020000457763672,35694000
12,2025-04-09,14.520000457763672,14.789999961853027,12.800000190734863,12.970000267028809,28765700
13,2025-04-10,13.739999771118164,14.130000114440918,13.270000457763672,14.079999923706055,19867700
14,2025-04-11,13.729999542236328,13.789999961853027,13.210000038146973,13.5600004196167,15718600
15,2025-04-14,14.0600004196167,14.210000038146973,13.829999923706055,14.039999961853027,18741900
16,2025-04-15,14.25,14.600000381469727,14.119999885559082,14.140000343322754,15071700
17,2025-04-16,14.069999694824219,14.470000267028809,13.890000343322754,14.119999885559082,16943400
18,2025-04-17,14.270000457763672,14.729999542236328,14.220000267028809,14.5,19001500
19,2025-04-21,13.789999961853027,14.210000038146973,13.680000305175781,14.050000190734863,13122100
20,2025-04-22,14.170000076293945,14.199999809265137,13.899999618530273,14.0,17885600
21,2025-04-23,14.529999732971191,15.130000114440918,14.520000457763672,14.630000114440918,11730002
