Price,Date,Close,High,Low,Open,Volume
Ticker,,CDE,CDE,CDE,CDE,CDE
0,2025-03-25,6.349999904632568,6.650000095367432,6.309999942779541,6.400000095367432,17853200
1,2025-03-26,6.139999866485596,6.400000095367432,6.099999904632568,6.400000095367432,12743000
2,2025-03-27,6.340000152587891,6.429999828338623,6.199999809265137,6.199999809265137,19315900
3,2025-03-28,6.090000152587891,6.53000020980835,6.039999961853027,6.380000114440918,19572400
4,2025-03-31,5.920000076293945,6.0,5.599999904632568,5.989999771118164,21500400
5,2025-04-01,5.579999923706055,5.900000095367432,5.489999771118164,5.900000095367432,20533100
6,2025-04-02,5.75,5.75,5.5,5.550000190734863,18112400
7,2025-04-03,5.489999771118164,5.630000114440918,5.159999847412109,5.179999828338623,19236800
8,2025-04-04,4.860000133514404,5.340000152587891,4.75,5.21999979019165,23868700
9,2025-04-07,5.059999942779541,5.389999866485596,4.579999923706055,4.739999771118164,23341400
10,2025-04-08,4.809999942779541,5.369999885559082,4.699999809265137,5.28000020980835,21214900
11,2025-04-09,5.579999923706055,5.679999828338623,5.059999942779541,5.090000152587891,26795800
12,2025-04-10,5.489999771118164,5.760000228881836,5.340000152587891,5.510000228881836,24212900
13,2025-04-11,5.920000076293945,6.099999904632568,5.75,5.800000190734863,19005500
14,2025-04-14,6.070000171661377,6.099999904632568,5.690000057220459,5.699999809265137,15527800
15,2025-04-15,6.099999904632568,6.190000057220459,6.010000228881836,6.119999885559082,15313700
16,2025-04-16,6.269999980926514,6.510000228881836,6.150000095367432,6.349999904632568,16304700
17,2025-04-17,6.03000020980835,6.269999980926514,5.960000038146973,6.179999828338623,13127700
18,2025-04-21,5.949999809265137,6.429999828338623,5.829999923706055,6.349999904632568,16395300
19,2025-04-22,5.75,6.099999904632568,5.71999979019165,6.039999961853027,17569000
20,2025-04-23,5.860000133514404,6.010000228881836,5.630000114440918,5.679999828338623,19809300
